nummer,naam,"ligging type 1","ligging nummer 1","ligging omschrijving 1","ligging hectometrering 1","ligging type 2","ligging nummer 2","ligging omschrijving 2","ligging hectometrering 2","ligging type 3","ligging nummer 3","ligging omschrijving 3","ligging hectometrering 3",thema,subthema,"eigenaar organisatie","eigenaar contactpersoon","eigenaar telefoon 1","eigenaar telefoon 2","in gedeeld beheer met organisatie","in gedeeld beheer met contactpersoon","in gedeeld beheer met telefoon 1","in gedeeld beheer met telefoon 2","beheerder organisatie","beheerder contactpersoon","beheerder telefoon 1","beheerder telefoon 2","beheerder email","geinspecteerd door",plaats,gebied,"dichtstbijzijnde hoogte markering",topcode,"gps coordinaten","rds coordinaten",opmerking,conditiescore,"laatste inspectiejaar","komende inspectiejaar","benodigd materieel","toelichting opmerkingveld","bgt nummer","bgt classificatie","imgeo classificatie","nen2767 beheerobject","Object Conditie","crow nummer","crow naam","crow info",verhardingssoort,"verhardings functie",verkeersfunctie,"wegcategorie lvvp","totale breedte","totale lengte","aantal rijbanen",peiljaar,"dichtstbijzijnde hoogtemerk",status,"volgende groot onderhoud in",id,breedte2,Wegvak,Wegnummer,Bebouwde_kom,Metrering,"Jaar conservering","Jaar deklaag","Jaar herstrating",Situering,Constructie,"Jaar aanleg",Onderhoudsproject,Wegvaknum,Lengte_Oppervlakte,objectBeginTijd,objectEindTijd,lokaalID,tijdstipRegistratie,eindRegistratie,LV-publicatiedatum,bronhouder,inOnderzoek,relatieveHoogteligging,bgt-status,plus-status,bgt-functie,bgt-fysiekVoorkomen,plus-functie,wegdeelOpTalud,ondersteunendWegdeelOpTalud,onbegroeidTerreindeelOpTalud,plus-fysiekVoorkomen,begroeidTerreindeelOpTalud,bgt-type,plus-type,identificatieBAG,nummeraanduidingreeks,typeOverbruggingsdeel,hoortBijTypeOverbrugging,overbruggingIsBeweegbaar,identificatieBAG_OPR,openbareRuimteNaam,openbareRuimteType,nauwkeurigheid,datumInwinning,inwinnendeInstantie,inwinningsmethode,bgt-classification,hectometeraanduiding,wijk,buurtcode,naamEnIdOpenbareRuimte,stadsdeel,wijkcode,creationDate,terminationDate,namespace,Objecttypegroep_IMBOR,Objecttype_IMBOR,Type_IMBOR,Typeplus_IMBOR,Typeplus2_IMBOR,Wegfunctiegroep_IMBOR,Wegfunctie_IMBOR,"Soort conservering","Type onderdeel",Gebruikersfunctie,Ondergrond2,Belang,Besteknummer,"Administratieve breedte","Soort verharding_N","Soort deklaag specifiek",Risicogetal,Actie,"Inspectie Rafeling","Inspectie Scheurvorming","Berekende lengte/oppervlakte"
VV-N351-4645,rijstrook-33,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.246211828126 52.971256993352,6.246207825536 52.971224634133,6.246223770042 52.971223944367,6.247693583704 52.971159152673,6.24769753318 52.97119178183,6.246211828126 52.971256993352))","POLYGON((212706.124 554149.093,212705.898 554145.489,212706.97 554145.425,212805.792 554139.392,212806.014 554143.026,212706.124 554149.093))",,,2023,,,,P0021.81e9c50eef0a42f49058905bdeaa7b5e,,,,,,,,,,,,3.65,,1x2,,,,,b72a7e94639bfa3e6e87cebb0abb8de1,,33,N351,"buiten bebouwde kom","3,3",,2005,,links,,1964,N351-HRB-02.0-05.2,33,362.8,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,362.8
VV-N351-4625,rijstrook-23,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.262564456048 52.971075613254,6.262553757699 52.971107702237,6.26181930462 52.97102056206,6.261626903399 52.970999242774,6.261434181316 52.970978985956,6.261241168305 52.970959800374,6.261086192253 52.970945189135,6.261094198995 52.970912445969,6.261214079759 52.970923674282,6.261337489629 52.970935694449,6.261460774449 52.970948155752,6.261583934222 52.970961058191,6.261706954248 52.970974410862,6.26182986412 52.97098820456,6.262564456048 52.971075613254))","POLYGON((213804.869 554142.115,213804.107 554145.677,213754.887 554135.382,213741.991 554132.853,213729.072 554130.442,213716.132 554128.15,213705.741 554126.398,213706.323 554122.761,213714.361 554124.108,213722.635 554125.546,213730.9 554127.033,213739.156 554128.569,213747.402 554130.155,213755.64 554131.79,213804.869 554142.115))",,,2023,,,,P0021.3caa138d446e4daf87252599fbdf4ebc,,,,,,,,,,,,3.65,,1x2,,,,,c30e75c84df9464e24df989d338087f7,,23,N351,"buiten bebouwde kom","2,3",,2005,,links,,1964,N351-HRB-02.0-05.2,23,368.34,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-15,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,368.34
VV-N351-4612,rijstrook-17,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.271293500965 52.972151143185,6.271282647981 52.972183377903,6.26982502766 52.972008954894,6.269804165757 52.972006466889,6.269814799623 52.971974386702,6.271293500965 52.972151143185))","POLYGON((214389.784 554268.946,214389.011 554272.524,214291.334 554251.916,214289.936 554251.622,214290.694 554248.061,214389.784 554268.946))",,,2022,,,,P0021.87f599c003a2482d9348a4e8ee207534,,,,,,,,,,,,3.65,,1x2,,,,,c47bac88b9ecca247dfc1c384b081029,,17,N351,"buiten bebouwde kom","1,7",,2005,,rechts,,1964,N351-HRB-00.3-01.8,17,369.62,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,369.62
VV-N351-4664,rijstrook-43,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.231366776654 52.971935622743,6.231361780972 52.971902919625,6.232848402468 52.97183829085,6.232852405488 52.97187118067,6.231366776654 52.971935622743))","POLYGON((211708.011 554212.836,211707.718 554209.193,211807.666 554203.171,211807.892 554206.834,211708.011 554212.836))",,,2022,,,,P0021.46d7ba451b2e4b4d8fb28e33760df5b4,,,,,,,,,,,,3.65,,1x2,,,,,c66ca675966cf7cdf7ecfe8a3e29976f,,43,N351,"buiten bebouwde kom","4,3",,2005,,rechts,,1964,N351-HRB-02.0-05.2,43,366.55,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,366.55
VV-N351-4670,rijstrook-46,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.226918976837 52.972128998837,6.226915458387 52.972096303144,6.228383621744 52.97203263253,6.228387419583 52.972065092566,6.226918976837 52.972128998837))","POLYGON((211408.98 554230.867,211408.786 554227.226,211507.492 554221.29,211507.705 554224.905,211408.98 554230.867))",,,2022,,,,P0021.4b2829a67cf34ecd9801914c012d811f,,,,,,,,,,,,3.65,,1x2,,,,,ca360244e69dab51de1e2c0b945e10dc,,46,N351,"buiten bebouwde kom","4,6",,2005,,rechts,,1964,N351-HRB-02.0-05.2,46,359.35,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,359.35
VV-N351-4608,rijstrook-15,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.27422308225 52.972500754941,6.274212926532 52.972532769076,6.274206136495 52.972531956752,6.272766499346 52.972360904895,6.272777127276 52.97232863576,6.27422308225 52.972500754941))","POLYGON((214586.098 554310.265,214585.372 554313.819,214584.917 554313.723,214488.445 554293.501,214489.203 554289.919,214586.098 554310.265))",,,2022,,,,P0021.be6621227e9e42aca19e5270a20954ce,,,,,,,,,,,,3.65,,1x2,,,,,ca4cc02b9b12c6660e8e693a9d4127d8,,15,N351,"buiten bebouwde kom","1,5",,2005,,rechts,,1964,N351-HRB-00.3-01.8,15,360.83,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,360.83
VV-N351-4610,rijstrook-16,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.272777127276 52.97232863576,6.272766499346 52.972360904895,6.272743294398 52.972358147191,6.271282647981 52.972183377903,6.271293500965 52.972151143185,6.272777127276 52.97232863576))","POLYGON((214489.203 554289.919,214488.445 554293.501,214486.89 554293.175,214389.011 554272.524,214389.784 554268.946,214489.203 554289.919))",,,2022,,,,P0021.1cb8dbe255c84dfcaf1c8f9dfa482884,,,,,,,,,,,,3.65,,1x2,,,,,d0b7d83b1f69a85a283ddb96889cc012,,16,N351,"buiten bebouwde kom","1,6",,2005,,rechts,,1964,N351-HRB-00.3-01.8,16,372.11,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,372.11
VV-N351-4599,rijstrook-10,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.281521737441 52.973341108538,6.28151151721 52.973372629526,6.280068662377 52.973199937041,6.280078848685 52.973168164806,6.280186211061 52.973181094268,6.280614119772 52.973232418274,6.280977121857 52.97327576074,6.281357192215 52.97332161649,6.281521737441 52.973341108538))","POLYGON((215075.216 554409.829,215074.486 554413.328,214977.804 554392.911,214978.532 554389.384,214985.726 554390.912,215014.399 554396.979,215038.723 554402.104,215064.19 554407.523,215075.216 554409.829))",,,2023,,,,P0021.5a8fc15969e34825a136a9e107a0d655,,,,,,,,,,,,3.65,,1x2,,,,,d2c938f1de3c70e2b7b956800e2a188e,,10,N351,"buiten bebouwde kom",1,,2005,,links,,1964,N351-HRB-00.3-01.8,10,353.88,,,,20180528072358,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,353.88
VV-N351-4639,rijstrook-30,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.250675280945 52.971061796716,6.250671511958 52.971029373034,6.252175195138 52.970963877011,6.252179813988 52.970996312473,6.250675280945 52.971061796716))","POLYGON((213006.22 554130.952,213006.01 554127.341,213107.109 554121.263,213107.376 554124.876,213006.22 554130.952))",,,2023,,,,P0021.6a2c6919bf7f4595bb5a017468668139,,,,,,,,,,,,3.65,,1x2,,,,,d46f29bb1d19c7c29c5674bf6de8e29e,,30,N351,"buiten bebouwde kom",3,,2005,,links,,1964,N351-HRB-02.0-05.2,30,366.72,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-18,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,366.72
VV-N351-4647,rijstrook-34,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.244720945374 52.971321801162,6.244717041175 52.971289090714,6.246207825536 52.971224634133,6.246211828126 52.971256993352,6.244720945374 52.971321801162))","POLYGON((212605.887 554155.113,212605.668 554151.47,212705.898 554145.489,212706.124 554149.093,212605.887 554155.113))",,,2023,,,,P0021.da470e023ea2449dbdfa486dc623a5a0,,,,,,,,,,,,3.65,,1x2,,,,,d82cb90abcafe0b1790dd37e5d1ea9d6,,34,N351,"buiten bebouwde kom","3,4",,2005,,links,,1964,N351-HRB-02.0-05.2,34,364.53,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",20,,A+,A+,364.53
VV-N351-4686,rijstrook-54,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.216574135612 52.972282825347,6.216559908933 52.972313568547,6.216534207399 52.972309280559,6.216473145743 52.972298506958,6.216412170517 52.972287579953,6.216351266835 52.972276499647,6.2162904347 52.972265266042,6.216229674282 52.972253888122,6.216172820168 52.972242824565,6.216116138371 52.97223142728,6.216059643946 52.972219705149,6.216003336553 52.972207640202,6.215947246304 52.972195250204,6.21589306525 52.972183053632,6.215839100998 52.97217051404,6.215785368263 52.972157622339,6.215731867387 52.972144396501,6.215678583318 52.972130827643,6.215403874319 52.97205451212,6.215193824498 52.971992611877,6.215216839982 52.971965258814,6.215284590793 52.971985737211,6.21540348038 52.972020491411,6.215523329466 52.972054025647,6.215644093387 52.972086340223,6.215765727312 52.972117426461,6.21588823106 52.972147275374,6.216011106084 52.972174722153,6.216134731659 52.972200923442,6.21625906261 52.972225852593,6.21638408404 52.972249509707,6.216509751287 52.972271895092,6.216574135612 52.972282825347))","POLYGON((210713.872 554239.945,210712.877 554243.355,210711.156 554242.858,210707.068 554241.612,210702.986 554240.349,210698.909 554239.069,210694.837 554237.772,210690.77 554236.459,210686.965 554235.184,210683.172 554233.872,210679.392 554232.524,210675.625 554231.138,210671.873 554229.716,210668.249 554228.317,210664.64 554226.88,210661.047 554225.404,210657.47 554223.891,210653.908 554222.34,210635.552 554213.636,210621.521 554206.586,210623.102 554203.56,210627.627 554205.891,210635.569 554209.85,210643.577 554213.674,210651.648 554217.363,210659.779 554220.916,210667.97 554224.332,210676.189 554227.481,210684.46 554230.492,210692.78 554233.362,210701.148 554236.091,210709.561 554238.679,210713.872 554239.945))",,,2022,,,,P0021.8d665117698043deaf2a2a3095c9b060,,,,,,,,,,,,3.5,,1x2,,,,,d910a5dc65db2210cb4ff1d8c30c4667,,54,N351,"buiten bebouwde kom","5,4",,2020,,rechts,,1964,N351-HRB-05.3-07.6,54,347.75,,,,20200907123045,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,19-43-WN,3.5,SMA,"SMA-NL 8A",14,,A+,A+,347.75
VV-N351-4693,rijstrook-57,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.212923651228 52.970859126102,6.212888097734 52.970880822897,6.211813356056 52.970231796792,6.211848083544 52.970210501425,6.211973919225 52.970286235123,6.212141389579 52.97038702361,6.212316238766 52.970493027087,6.212483586016 52.970593519387,6.212651847862 52.970695101507,6.212853070415 52.97081642398,6.212923651228 52.970859126102))","POLYGON((210470.466 554078.708,210468.05 554081.095,210396.678 554008.048,210399.038 554005.705,210407.395 554014.229,210418.517 554025.573,210430.128 554037.503,210441.242 554048.814,210452.416 554060.247,210465.779 554073.902,210470.466 554078.708))",,,2023,,,,P0021.39760c02bf7f4188b6a4736058262e69,,,,,,,,,,,,3.5,,1x2,,,,,dc74443771f31eea327611da4bcffc6d,,57,N351,"buiten bebouwde kom","5,7",,2020,,links,,1964,N351-HRB-05.3-07.6,57,344.2,,,,20200907123045,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,19-43-WN,3.5,SMA,"SMA-NL 8A",14,,A+,A+,344.2
VV-N351-4671,rijstrook-46,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.226915458387 52.972096303144,6.226911939943 52.972063607451,6.226923496911 52.97206309488,6.228379823737 52.972000163509,6.228383621744 52.97203263253,6.226915458387 52.972096303144))","POLYGON((211408.786 554227.226,211408.592 554223.585,211409.369 554223.537,211507.279 554217.674,211507.492 554221.29,211408.786 554227.226))",,,2023,,,,P0021.511827f447034bfda1c6d28f8d4ac037,,,,,,,,,,,,3.65,,1x2,,,,,dd10188ac099eb5215661f3dd84344dc,,46,N351,"buiten bebouwde kom","4,6",,2005,,links,,1964,N351-HRB-02.0-05.2,46,359.4,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,359.4
VV-N351-4595,rijstrook-8,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.284436996104 52.97371657642,6.284422721978 52.973747777619,6.284244425506 52.973717806428,6.284063567248 52.973689211192,6.283882126883 52.973661977045,6.283700148865 52.973636094663,6.283517648432 52.973611581905,6.283334655155 52.973588429558,6.283151213854 52.97356664627,6.282967367135 52.973546132868,6.282977996375 52.973515004101,6.283297368286 52.973553247595,6.283387894341 52.973563963893,6.283478279174 52.973575049637,6.283568552927 52.973586522574,6.283658670947 52.97359838304,6.283748662636 52.973610612842,6.283838498598 52.973623230173,6.283928193533 52.973636225937,6.284016399107 52.973649187878,6.284104448772 52.973662528366,6.284192327461 52.973676238528,6.284280050244 52.973690327237,6.284367617125 52.973704794495,6.284436996104 52.97371657642))","POLYGON((215270.521 554454.041,215269.519 554457.501,215257.584 554454.017,215245.475 554450.684,215233.325 554447.502,215221.137 554444.47,215208.912 554441.59,215196.652 554438.861,215184.36 554436.284,215172.039 554433.848,215172.796 554430.393,215194.196 554434.915,215200.262 554436.183,215206.318 554437.492,215212.366 554438.844,215218.403 554440.239,215224.431 554441.675,215230.448 554443.154,215236.455 554444.675,215242.362 554446.191,215248.258 554447.749,215254.142 554449.348,215260.015 554450.989,215265.877 554452.672,215270.521 554454.041))",,,2023,,,,P0021.528162d71403449486e852d2628e57fc,,,,,,,,,,,,3.65,,1x2,,,,,dd3661bf2eadefb89523ada7671bfddd,,8,N351,"buiten bebouwde kom","0,8",,2005,,links,,1964,N351-HRB-00.3-01.8,8,350.82,,,,20180528072358,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,350.82
VV-N351-4618,rijstrook-20,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.266931496689 52.971630590251,6.266919209894 52.971671588162,6.266846447962 52.971660692716,6.266734662632 52.971644341954,6.266632853997 52.971630335087,6.266558161237 52.971620388293,6.266461558731 52.971608382951,6.266356470451 52.971595613185,6.266253342419 52.97158260424,6.266264301344 52.971551016255,6.266931496689 52.971630590251))","POLYGON((214097.476 554207.438,214096.595 554211.99,214091.722 554210.718,214084.235 554208.807,214077.415 554207.165,214072.411 554205.997,214065.938 554204.582,214058.896 554203.075,214051.986 554201.543,214052.765 554198.037,214097.476 554207.438))",,,2022,,,,P0021.d98201c4c59e4d60946e73fe15068623,,,,,,,,,,,,3.65,,1x2,,,,,e01e3b3c75de779c2125b846af835ea9,,20,N351,"buiten bebouwde kom",2,,2021,,rechts,,1964,N351-HRB-01.8-02.0,20,179.3,,,,20220214154908,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W/19-50-WN,3.65,SMA,"SMA-NL 8A",14,,A+,A+,179.3
VV-N351-4613,rijstrook-17,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.271304353932 52.972118908466,6.271293500965 52.972151143185,6.269814799623 52.971974386702,6.269825433472 52.971942306513,6.269849533629 52.971945183984,6.270575121708 52.972031828247,6.270696637393 52.972044850303,6.271304353932 52.972118908466))","POLYGON((214390.557 554265.368,214389.784 554268.946,214290.694 554248.061,214291.452 554244.5,214293.067 554244.84,214341.69 554255.078,214349.835 554256.627,214390.557 554265.368))",,,2023,,,,P0021.111eaa9d2c264a1ca88e4dcf026e0702,,,,,,,,,,,,3.65,,1x2,,,,,e0a6ea241af8469f7909dc22e9376aba,,17,N351,"buiten bebouwde kom","1,7",,2005,,links,,1964,N351-HRB-00.3-01.8,17,373.79,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,373.79
VV-N351-4655,rijstrook-38,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.238772109667 52.971580247205,6.238767911521 52.971547502736,6.238795636217 52.971546298652,6.240275148347 52.971481592096,6.240279157116 52.971514490644,6.238772109667 52.971580247205))","POLYGON((212205.93 554179.138,212205.691 554175.491,212207.555 554175.379,212307.027 554169.353,212307.253 554173.017,212205.93 554179.138))",,,2023,,,,P0021.5798f3d084424e9dbeb2cfbfd854c2bf,,,,,,,,,,,,3.65,,1x2,,,,,e84da688abbcbdaafdbb18900926072e,,38,N351,"buiten bebouwde kom","3,8",,2005,,links,,1964,N351-HRB-02.0-05.2,38,371.79,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-15,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",20,,A+,A+,371.79
VV-N351-4656,rijstrook-39,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.237876120358 52.971653085334,6.237300887535 52.971677929118,6.237296937204 52.97164485932,6.238772109667 52.971580247205,6.238776292936 52.971612991781,6.237927060114 52.9716499548,6.237876120358 52.971653085334))","POLYGON((212145.646 554186.533,212106.972 554188.842,212106.75 554185.159,212205.93 554179.138,212206.168 554182.785,212149.072 554186.225,212145.646 554186.533))",,,2022,,,,P0021.f862ab353cb24f3e86b9ecab01365982,,,,,,,,,,,,3.65,,1x2,,,,,e86475e760777efc300f2bc974d486ca,,39,N351,"buiten bebouwde kom","3,9",,2005,,rechts,,1964,N351-HRB-02.0-05.2,39,364.62,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",20,,A+,A+,364.62
VV-N351-4602,rijstrook-12,,,,,,,,,,,,,Verhardingen,rijstrook,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.278598905443 52.973023698381,6.278588365467 52.973056425715,6.277127569137 52.972881764712,6.277138163638 52.972849468466,6.278598905443 52.973023698381))","POLYGON((214879.319 554372.079,214878.566 554375.712,214780.68 554355.065,214781.436 554351.48,214879.319 554372.079))",,,2022,,,,P0021.1744d5cb506f4c398e2e98d0ad74ba6c,,,,,,,,,,,,3.65,,1x2,,,,,e90c597bf482c1d01a0a74ac3b43a4b7,,12,N351,"buiten bebouwde kom","1,2",,2005,,rechts,,1964,N351-HRB-00.3-01.8,12,368.83,,,,20180528072358,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,rijstrook,stroomweg,zand,hoog,05-02-W,3.65,SMA,"SMA-NL 8A",14,,A+,A+,368.83
